科目代號,學分數,科目名稱(中),科目名稱(英),授課教師(中),授課教師(英),開課系級,上課時間(中),上課時間(英),上課地點,修別,授課語文,"是否為核心通識",異動備註,科目備註說明,
302899001,3.0,金融專題研討,Seminar on Financial,黃天牧、朱浩,TIEN MU-HUANG/CHU HAU-MIN,金融三金,三EFG,wed18-21 wed 18 19 20,商館260306,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，學士班請選302899001，碩士班請選352045001，金融系、所優先。,
303013011,3.0,稅務法規,Tax Law and,蔡金拋,TSAI JAMES,會計四乙,三234,wed09-12 wed 09 10 11,資訊140206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
303019001,3.0,財務報表分析,Financial Statement,林宛瑩,LIN WAN-YING,會計四甲,二D56,tue13-16 tue 13 14 15,商館260106,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修中會（二）,
303019011,3.0,財務報表分析,Financial Statement,林宛瑩,LIN WAN-YING,會計四乙,二234,tue09-12 tue 09 10 11,商館260106,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修中會（二）,
303021001,3.0,審計學（一）,Auditing(I),俞洪昭,YU HUNG-CHAO,會計三甲,四D56,thu13-16 thu 13 14 15,商館260205,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修中級會計學（二），四78實習課(303962001)為老師上課，一定要上課。無法配合者，請勿選課。,
303021011,3.0,審計學（一）,Auditing(I),周玲臺,CHOU LING-TAI LYNETTE,會計三乙,四D56,thu13-16 thu 13 14 15,研究250206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修中級會計學（二），四7實習課（303962011）為老師上課，一定要上課，無法配合者，請勿選課。,
303032001,3.0,高級會計學（,Advanced,詹凌菁,CHAN LING-CHING,會計三甲,二234,tue09-12 tue 09 10 11,研究250206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修高會（一），實習課二FG，一定要上課。,
303032011,3.0,高級會計學（,Advanced,詹凌菁,CHAN LING-CHING,會計三乙,二78E,tue16-19 tue 16 17 18,商館260207,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修高會（一），實習課二FG，一定要上課。,
303035001,2.0,會計資訊系統（,Accounting,諶家蘭,SENG JIA-LANG,會計三甲,一D5,mon13-15 mon 13 14,商館260311,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修會計資訊系統 （一）,
303035011,2.0,會計資訊系統（,Accounting,林鴻光,LIN HUNG-KANG,會計三乙,二56,tue14-16 tue 14 15,資訊140206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修會計資訊系統 （一）,
303036001,3.0,初級會計學（,Fundamental,林禹銘,LIN I-MIN,會計一甲,一D56,mon13-16 mon 13 14 15,商館260207,必/Required,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修初會（一）,
303036011,3.0,初級會計學（,Fundamental,周玲臺,CHOU LING-TAI LYNETTE,會計一乙,三234,wed09-12 wed 09 10 11,研究250206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修初會（一）,
303039001,3.0,中級會計學（,Intermediate,許崇源,HSU CHUNG-YUAN,會計二甲,二234,tue09-12 tue 09 10 11,商館260206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教師異動於2018/01/22;,＠備註Note:擋修中會（一）,
303039011,3.0,中級會計學（,Intermediate,姚維仁,YAO WEI-REN,會計二乙,五567,fri14-17 fri 14 15 16,商館260207,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:擋修中會（一），授課老師為姚維仁老師,
303043001,1.0,電腦審計,Computer Auditing,于紀隆,YU WINSTON,會計四甲,三567,wed14-17 wed 14 15 16,商館260705,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:於3/7～4/11連續5週，每週三567節密集上課，上課教室在商館260705會計系電腦稽核實驗室,
303043011,1.0,電腦審計,Computer Auditing,于紀隆,YU WINSTON,會計四甲,三567,wed14-17 wed 14 15 16,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:於4/25～5/23連續5週，每週三567節密集上課，上課教室在商館260705會計系電腦稽核實驗室,
303043021,1.0,電腦審計,Computer Auditing,于紀隆,YU WINSTON,會計四甲,三567,wed14-17 wed 14 15 16,,必/Required,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:於5/30～6/27連續5週，每週三567節密集上課，上課教室在商館260705會計系電腦稽核實驗室,
303845001,3.0,政府財務報導,Government,詳備註,Ref. Note,會計三甲,三234,wed09-12 wed 09 10 11,商館260210,選/Elective,中文,否/No,＠異動資訊Information of alteration:時間異動於2018/01/24;,＠備註Note:N/A,
303846001,3.0,策略個案研討,Strategic Case Study,吳安妮、李佳,WU ANNE/Lee Chia-Lin/LIU HUI-,會計四甲,五EFG,fri18-21 fri 18 19 20,商館260312,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:管理會計學程，與碩士班合開，如要抵免碩士班課程，請選353803001,
303847001,3.0,策略管理,Strategic,李佳玲,Lee Chia-Lin,會計三甲,四234,thu09-12 thu 09 10 11,商館260102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/09;,＠備註Note:管理會計學程，與碩士班合開，如要抵免以後碩士班課程，請選353912001,
303853001,3.0,公司治理與財務,Corporate,林鴻光,LIN HUNG-KANG,會計三甲,三D56,wed13-16 wed 13 14 15,商館260207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:如要抵免以後碩士班學分，請選353927001,
303867001,3.0,策略成本管理－,Strategic Cost,吳安妮,WU ANNE,會計三甲,三567,wed14-17 wed 14 15 16,商館260815,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與碩士班合開，如要抵免以後碩士班課程，請選353836001。,
303874001,1.0,無形資產報導與,Reporting and,蘇瓜藤,SU KUA-TERNG,會計四甲,五567,fri14-17 fri 14 15 16,商館260815,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:實際上課時間請參考大綱。與碩士班合開，如要抵免以後碩士班學分，請選353844001。,
303878001,2.0,審計實務實習,Laboratory of,俞洪昭,YU HUNG-CHAO,會計四甲,一AB,mon06-08 mon 06 07,商館260815,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程為106暑假及107寒假實習課程，不開放自由加課及退課。,
303890001,3.0,政府會計,Government,姚秋旺,YAO CHAU-WANG,會計四甲,四567,thu14-17 thu 14 15 16,商館260315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:如要抵免以後碩士班學分，請選353817001,
303896001,3.0,管理個案研討,Management Case,王文英、廖勝,WANG WEN-YING/LIAO SHENG-,會計三甲,三EFG,wed18-21 wed 18 19 20,商館260205,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:管理會計學程,
303897001,3.0,大數據之決策管,Application of Big,許林舜、劉鏡,HSU LIN-SHUN/LIU CHIN-CHING,會計四甲,二D56,tue13-16 tue 13 14 15,逸仙050101,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:如要抵免以後碩士班學分，請選353814001,
303898001,3.0,大陸稅法,China Tax Law,施博文,SHIH AUSTIN,會計三甲,五D56,fri13-16 fri 13 14 15,商館260312,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:最好修過稅務法規，可列入輔系專業選修學分,
303899001,3.0,鑑識會計,Forensic Accounting,林宛瑩、馬秀,LIN WAN-YING/MA SHEREES,會計四甲,五234,fri09-12 fri 09 10 11,商館260105,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與碩士班合開，如要抵免以後碩士班學分，請選353816001。,
303962001,0.0,審計學（一）實,Laboratory of,俞洪昭,YU HUNG-CHAO,會計三甲,四78,thu16-18 thu 16 17,商館260205,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本實習課由老師親自授課，一定要上課,
303962011,0.0,審計學（一）實,Laboratory of,周玲臺,CHOU LING-TAI LYNETTE,會計三乙,四7,thu16-17  thu 16,研究250206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本實習課由老師親自授課，一定要上課。,
304002002,3.0,微積分,Calculus,黃子銘,HUANG TZEE-MING,統計一,三234,wed09-12 wed 09 10 11,研究250201,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304004002,3.0,線性代數,Linear Algebra,郭訓志,KUO HSUN-CHIH,統計一,四D56,thu13-16 thu 13 14 15,資訊140301,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:實習課為三78,
304008001,3.0,迴歸分析（一）,Regression Analysis,江振東,CHIANG JENG-TUNG,統計二,四234,thu09-12 thu 09 10 11,研究250201,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304022001,3.0,變異數分析與實,Analysis of Variance,鄭宗記,CHENG TSUNG-CHI,統計三,三234,wed09-12 wed 09 10 11,商館260206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304023001,3.0,多變量分析,Multivariate Analysis,鄭宇庭,CHENG YU-TING,統計三,二D56,tue13-16 tue 13 14 15,商館260205,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304028001,3.0,時間數列分析,Time Series Analysis,鄭天澤,JENG TIAN-TZER,統計三,四D56,thu13-16 thu 13 14 15,商館260206,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304029001,3.0,數理統計學（,Mathematical,丁兆平,TING CHAO-PING,統計二,五234,fri09-12 fri 09 10 11,商館260207,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304842001,2.0,從資料學習（,Learning from Data,張源俊,CHANG YUAN-CHIN,統計四,五34,fri10-12 fri 10 11,商館260305,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304850001,3.0,SAS/R商業資料分,Business Analytics,周珮婷,CHOU PEI-TING,統計三,五234,fri09-12 fri 09 10 11,電算微五室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304856001,3.0,高等微積分（,Advanced Calculus,蔡紋琦,TSAI WEN-CHI,統計二,二234,tue09-12 tue 09 10 11,商館260205,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:實習課為四、78。,
304879001,3.0,迴歸分析（二）,Regression Analysis,郭訓志,KUO HSUN-CHIH,統計三,二234,tue09-12 tue 09 10 11,商館260304,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
304881001,3.0,統計資料分析,Statistical Data,翁久幸,WENG CHIU-HSING,統計四,四234,thu09-12 thu 09 10 11,商館260106,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
305009001,3.0,人力資源管理,Human Resource,蔡維奇,TSAI WEI-CHI,企管二乙,二D56,tue13-16 tue 13 14 15,商館260312,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:企二乙優先，先修組織行為與管理學。,
305009011,3.0,人力資源管理,Human Resource,韓志翔,HAN TZU-SHIAN,企管二甲,一D56,mon13-16 mon 13 14 15,商館260106,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:企二甲優先，先修組織行為與管理學。,
305018001,3.0,微積分,Calculus,李智明,LEE CHIH-MING,企管一甲,二D56,tue13-16 tue 13 14 15,商館260101,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
305021001,3.0,組織行為,Organization,胡昌亞,HU CHANG-YA,企管二甲,四234,thu09-12 thu 09 10 11,逸仙050101,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
305023001,3.0,資訊管理,Information,詳備註,Ref. Note,企管三甲,五D56,fri13-16 fri 13 14 15,逸仙050101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:企管系三年級優先。,
305037001,3.0,作業管理,Operations,詳備註,Ref. Note,企管三甲,二D56,tue13-16 tue 13 14 15,商館260207,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:The course is offer to senior students only.,
305049001,3.0,管理科學,Management Science,陳立民,CHEN LI-MING,企管二甲,三D56,wed13-16 wed 13 14 15,商院電腦室,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
305051001,3.0,策略管理,Strategic,黃國?,HUANG KUO-FENG,企管四甲,二567,tue14-17 tue 14 15 16,教室洽系所,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修五管。,
305051011,3.0,策略管理,Strategic,詳備註,Ref. Note,企管四甲,三567,wed14-17 wed 14 15 16,研究250309,必/Required,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2018/01/05;,＠備註Note:N/A,
305641001,3.0,企業個案研討,Business Case Study,司徒達賢,SEETOO DAH-HSIAN,企管四甲,五234,fri09-12 fri 09 10 11,商館260714,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:預選方式，限企管四。學碩合開。,
305650001,3.0,產品與品牌管理,Product and Brand,張愛華,CHANG AI-HWA,企管三甲,四234,thu09-12 thu 09 10 11,商館260105,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修行銷管理。學碩合開。,
305740001,3.0,激勵與領導,Motivation and,林月雲,LIN YEH-YUN,企管三甲,二234,tue09-12 tue 09 10 11,,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:停開於2018/01/08;,＠備註Note:Human Resource Management Program,
305745001,3.0,消費者行為,Consumer Behavior,別蓮蒂,BEI LIEN-TI,企管四甲,三D56,wed13-16 wed 13 14 15,商館260306,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，第一堂課務必出席，需先修行銷管理，選課相關規定請詳閱教學大綱。,
305748001,3.0,作業管理研討,Operations,李易諭,LEE YIH-YUH,企管三甲,三EFG,wed18-21 wed 18 19 20,商館260101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2018/01/12;,＠備註Note:須先修畢作業管理。學碩合開。,
305762001,3.0,領導與社會創新,Leadership and Social,林月雲,LIN YEH-YUN,企管三甲,二234,tue09-12 tue 09 10 11,教室洽系所,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:人力資源管理學程課程,
305763001,1.0,智能供應鏈：趨,Intelligent Supply,羅明琇,LO MING-SHIOW,企管三甲,四567,thu14-17 thu 14 15 16,,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課日期請見教學大綱。,
305764001,3.0,設計思考與創新,Design Thinking and,韓志翔,HAN TZU-SHIAN,企管三甲,五567,fri14-17 fri 14 15 16,教室洽系所,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開，人管學程課程。,
305765001,3.0,職場健康心理學,Occupational Health,黃詠香,HUANG YUENG-HSIANG,企管三甲,三234,wed09-12 wed 09 10 11,研究250307,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
305769001,2.0,大數據分析實務,Big Data Analysis,白佩玉、黃秉,PAI PEI-YU/HUANG PING-,企管三甲,四EFG,thu18-21 thu 18 19 20,商館260102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
305771001,1.0,大數據品牌行銷,Big Data & Brand,高端訓,KAO DUAN-HSUN,企管四甲,一567,mon14-17 mon 14 15 16,教室洽系所,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課日期請見教學大綱。,
305772001,2.0,國際競爭策略,International Business,于卓民,YU CHWO-MING,企管三甲,三567,wed14-17 wed 14 15 16,教室洽系所,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
305775001,3.0,電子商務實作研,E-Commerce :,樓永堅,LOU YUNG-CHIEN,企管三甲,一EFG,mon18-21 mon 18 19 20,商館260102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學碩合開。,
